trial_id,model_id,density,metadata_surface_condition,attack_family,defense_condition,payload_id,phase1_payload_hash,task_id,task_hash,payload_condition,status
T08093,M1,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_036,febf6a18f82d3c11aa9f3c6eef04a2754d20fac293ff70ddb8323ff6af963c6d,NONE,PENDING
T09373,M3,D5,CLEAN,NONE,BASELINE,,,d5_task_038,3db86c7bc8177cf0b681488c2297d67ffdd28bd0d3cf5b07a5aecd5f0d4ea651,NONE,PENDING
T08117,M1,D5,CLEAN,NONE,BASELINE,,,d5_task_037,adca19f7dd623362905866a25ddd10d4e989897940cf21af699f90d09d31302d,NONE,PENDING
T09431,M3,D5,CLEAN,NONE,BASELINE,,,d5_task_001,f6707342446e5b472f95c31105c911bafb1648f9c5d65b9c2584ca4d454c801c,NONE,PENDING
T08517,M2,D3,CLEAN,NONE,BASELINE,,,d3_task_020,4d176cc2eeb1e65b36c6a84495dadac6f16fb232043d822dd583b26c1193abc4,NONE,PENDING
T08537,M2,D3,CLEAN,NONE,BASELINE,,,d3_task_029,07f96c3e928777f06325e951e95b246c169395a34c99837e3e37efc73ce53f01,NONE,PENDING
T09111,M3,D3,CLEAN,NONE,BASELINE,,,d3_task_011,dfe20ac34df4da54087cf7c8706ea32b595b19f414d05a5cddfb79853c037f60,NONE,PENDING
T07946,M1,D3,CLEAN,NONE,BASELINE,,,d3_task_030,a4ec8ae3dbb2f7e705ce6c8fb9809ab31ef7c3e8f32f761b44278e29ceb7839f,NONE,PENDING
T09580,M3,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_003,400054e350eaebbc9fd25398128bf52bd355e02ab63828b4a7d9ceb4ee1e6f6a,NONE,PENDING
T08169,M1,D5,CLEAN,NONE,BASELINE,,,d5_task_029,9e7510326306e5113ab1948b02d7e8eeb62eb2473d920f8d2e6142f802d2902f,NONE,PENDING
T09481,M3,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_040,252971e09c17367ca824bd6a3fec508dfe67c835dca406212d9ded51a73b23a5,NONE,PENDING
T08792,M2,D5,CLEAN,NONE,BASELINE,,,d5_task_031,de27525b6ec5148be68c176e92cfa746a1a1c8add2c5c737c7741fcd43e9ac84,NONE,PENDING
T07973,M1,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_021,e86baffa1720eeecb58139911e65c5ffdb7ab3c717ba459989023debe9b88a96,NONE,PENDING
T07858,M1,D3,CLEAN,NONE,BASELINE,,,d3_task_033,548f368b9b45c0e47781fa8698217b02f66f1059476f4fadac1357ad75415f2b,NONE,PENDING
T09810,M4,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_019,6818ef7a60f04ca99595528159c32592fd74daf7b03481f6233cfed3d01d4d95,NONE,PENDING
T07831,M1,D3,CLEAN,NONE,BASELINE,,,d3_task_038,f563c44d81ba354d65a8963f00a0fa1305a100f4332d062f71f65dbcd527f768,NONE,PENDING
T08910,M2,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_018,d1af25890d140c8587fe05b360d0cdcd24c800ba67baeb2f57d74599c69d7aae,NONE,PENDING
T08942,M2,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_049,1dfe11ae9e2ba9ebb0a0c88157f59c769f402bb65b262b4e0ac4266356a971f9,NONE,PENDING
T08529,M2,D3,CLEAN,NONE,BASELINE,,,d3_task_021,e86baffa1720eeecb58139911e65c5ffdb7ab3c717ba459989023debe9b88a96,NONE,PENDING
T07821,M1,D3,CLEAN,NONE,BASELINE,,,d3_task_006,8f14c25a6ade59f61b0ac144e1486ea49fa61603fdd8fdea383b39d2efd7f114,NONE,PENDING
T10084,M4,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_006,3668d4abbc714b7e1cb3d920de567adc408efe314cf364a0160a93358dfe4ab9,NONE,PENDING
T08234,M1,D5,CLEAN,NONE,BASELINE,,,d5_task_038,3db86c7bc8177cf0b681488c2297d67ffdd28bd0d3cf5b07a5aecd5f0d4ea651,NONE,PENDING
T09527,M3,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_048,ca05d51d7a07284389621bea3c4ec7614920728e1c0bcff1c4d05704385c73aa,NONE,PENDING
T09091,M3,D3,CLEAN,NONE,BASELINE,,,d3_task_036,febf6a18f82d3c11aa9f3c6eef04a2754d20fac293ff70ddb8323ff6af963c6d,NONE,PENDING
T08584,M2,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_005,7c4f5d29a5b4596835c2938d8449525c45f2f1afa6ba5680ef2fc22f0e0cb2d0,NONE,PENDING
T09823,M4,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_036,febf6a18f82d3c11aa9f3c6eef04a2754d20fac293ff70ddb8323ff6af963c6d,NONE,PENDING
T08424,M2,D3,CLEAN,NONE,BASELINE,,,d3_task_040,0adc205ffedd520e44728d8e627c5eab23adb13859b83c18e63c4e3007878574,NONE,PENDING
T08913,M2,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_016,2578dbcf58e974ba9cc74c40947a67e96a90105d34abf165591d629e93d456a7,NONE,PENDING
T08701,M2,D5,CLEAN,NONE,BASELINE,,,d5_task_034,dd3343525c2e757283c02c9d73aa829871244851a7133cdaa84d5ed25d722f23,NONE,PENDING
T07856,M1,D3,CLEAN,NONE,BASELINE,,,d3_task_017,4da1164dc9565f4f41cda49992efebc8ed5f81258e1fd6df9623825942a30a0b,NONE,PENDING
T09426,M3,D5,CLEAN,NONE,BASELINE,,,d5_task_011,1d1c301946b08a1bfa6fd285a19dd85af4440bae3e3068299d873713505b5100,NONE,PENDING
T09887,M4,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_001,2c2682441065ab3d5b71ab6b0419b445ef9dffa710fdfe44410490479fb33308,NONE,PENDING
T08630,M2,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_025,bdb3af26beb36dad414033ca71f1ecdd509e9a7410f7c367e0e3257ac7c2b1a5,NONE,PENDING
T07944,M1,D3,CLEAN,NONE,BASELINE,,,d3_task_021,e86baffa1720eeecb58139911e65c5ffdb7ab3c717ba459989023debe9b88a96,NONE,PENDING
T09791,M4,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_007,dd539acd2dc08b61af0d79f502da92125bb429ad23f6e2af04e84d19cd5843f9,NONE,PENDING
T09248,M3,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_007,dd539acd2dc08b61af0d79f502da92125bb429ad23f6e2af04e84d19cd5843f9,NONE,PENDING
T08728,M2,D5,CLEAN,NONE,BASELINE,,,d5_task_012,a741ce7151c8b069b771c5cc141fd0ab37f238c470a451ea1f13ccca77fe35fa,NONE,PENDING
T09916,M4,D5,CLEAN,NONE,BASELINE,,,d5_task_031,de27525b6ec5148be68c176e92cfa746a1a1c8add2c5c737c7741fcd43e9ac84,NONE,PENDING
T08288,M1,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_018,d1af25890d140c8587fe05b360d0cdcd24c800ba67baeb2f57d74599c69d7aae,NONE,PENDING
T08883,M2,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_006,3668d4abbc714b7e1cb3d920de567adc408efe314cf364a0160a93358dfe4ab9,NONE,PENDING
T09132,M3,D3,CLEAN,NONE,BASELINE,,,d3_task_048,7cce081f2b831047c850771b01020482897baefd02607f96c10868e94e3bd836,NONE,PENDING
T09736,M4,D3,CLEAN,NONE,BASELINE,,,d3_task_031,191934db3a3c4ac31d94e77e55fc0baa5db4d3eeb912d36104d5805d6aa2fe77,NONE,PENDING
T09620,M4,D3,CLEAN,NONE,BASELINE,,,d3_task_033,548f368b9b45c0e47781fa8698217b02f66f1059476f4fadac1357ad75415f2b,NONE,PENDING
T08585,M2,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_038,f563c44d81ba354d65a8963f00a0fa1305a100f4332d062f71f65dbcd527f768,NONE,PENDING
T08822,M2,D5,CLEAN,NONE,BASELINE,,,d5_task_010,884dc04f48cf46c37eaf612434325ec8c9adec93484356dcbb799169a87242dd,NONE,PENDING
T09564,M3,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_044,c79a3d79e95431e0c4df9ed3c997cbf11aa9d4937c04ee3848c7a5b6739fad11,NONE,PENDING
T09965,M4,D5,CLEAN,NONE,BASELINE,,,d5_task_040,252971e09c17367ca824bd6a3fec508dfe67c835dca406212d9ded51a73b23a5,NONE,PENDING
T08084,M1,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_013,15b44f5ce476b20657000bbf64e438ac7e1615c605e60845c35ecb5b692afa84,NONE,PENDING
T08659,M2,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_040,0adc205ffedd520e44728d8e627c5eab23adb13859b83c18e63c4e3007878574,NONE,PENDING
T08307,M1,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_008,a8f9a54f8300e7f9c3a37563ac3346ecf6a78ae39b0d058883c4171748e70d80,NONE,PENDING
T08896,M2,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_003,400054e350eaebbc9fd25398128bf52bd355e02ab63828b4a7d9ceb4ee1e6f6a,NONE,PENDING
T08490,M2,D3,CLEAN,NONE,BASELINE,,,d3_task_048,7cce081f2b831047c850771b01020482897baefd02607f96c10868e94e3bd836,NONE,PENDING
T08522,M2,D3,CLEAN,NONE,BASELINE,,,d3_task_034,f03139fef9d2eb1a5161a3fc8bf538dc5d3eee64fd988f26d260e0f0d05ea2b6,NONE,PENDING
T08867,M2,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_038,3db86c7bc8177cf0b681488c2297d67ffdd28bd0d3cf5b07a5aecd5f0d4ea651,NONE,PENDING
T08423,M2,D3,CLEAN,NONE,BASELINE,,,d3_task_003,c12fd93d477288ed8c9639d67eb6ff120075efccffcbb5f1089e0a7ac46845b2,NONE,PENDING
T09705,M4,D3,CLEAN,NONE,BASELINE,,,d3_task_037,f4c6ecda6ba063ea76b3597fa2777d2226dc835ba9461f0f821357230eecccff,NONE,PENDING
T09052,M3,D3,CLEAN,NONE,BASELINE,,,d3_task_005,7c4f5d29a5b4596835c2938d8449525c45f2f1afa6ba5680ef2fc22f0e0cb2d0,NONE,PENDING
T08669,M2,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_036,febf6a18f82d3c11aa9f3c6eef04a2754d20fac293ff70ddb8323ff6af963c6d,NONE,PENDING
T08726,M2,D5,CLEAN,NONE,BASELINE,,,d5_task_028,0448e6bb58c3b6d2bd76ba53ccaeb9d638b9551b8d4f4e6765928b0aecbcc6b5,NONE,PENDING
T08804,M2,D5,CLEAN,NONE,BASELINE,,,d5_task_007,591c6b695c4488c3b88003a171d59ed48bfd7b819f9e57b6db8b59ed7669cbd9,NONE,PENDING
T08427,M2,D3,CLEAN,NONE,BASELINE,,,d3_task_010,4ae0ecdc234f6ffa54b460955127581bc5858a91fda26ffdbca58d45c3012d1a,NONE,PENDING
T09619,M4,D3,CLEAN,NONE,BASELINE,,,d3_task_000,fe9dcac575dd9bccc05fc4415a39f23135f69e25260a17b300a9459859552c40,NONE,PENDING
T08351,M1,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_031,de27525b6ec5148be68c176e92cfa746a1a1c8add2c5c737c7741fcd43e9ac84,NONE,PENDING
T09219,M3,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_036,febf6a18f82d3c11aa9f3c6eef04a2754d20fac293ff70ddb8323ff6af963c6d,NONE,PENDING
T09157,M3,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_018,33bf117bcbce8963485fac1d075ad9d1887dd31ff66cbf5e407b40b09c418026,NONE,PENDING
T08296,M1,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_020,8cb9362f785892797e2c06bdefbe13da0e77974e4bcc83931e59edbbab6dfb31,NONE,PENDING
T08202,M1,D5,CLEAN,NONE,BASELINE,,,d5_task_044,c79a3d79e95431e0c4df9ed3c997cbf11aa9d4937c04ee3848c7a5b6739fad11,NONE,PENDING
T08665,M2,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_009,eb5b86567959453ebdb68e3c02143e5de8d0778a0e73c89b38fe31ecaf3e27d5,NONE,PENDING
T08711,M2,D5,CLEAN,NONE,BASELINE,,,d5_task_035,553420efdd23f1ee46c7ec87098057590e92bba38f6867c6b0896be386eaa0dd,NONE,PENDING
T08788,M2,D5,CLEAN,NONE,BASELINE,,,d5_task_037,adca19f7dd623362905866a25ddd10d4e989897940cf21af699f90d09d31302d,NONE,PENDING
T09713,M4,D3,CLEAN,NONE,BASELINE,,,d3_task_012,4d6faceb7612071fc8dcdb891241e10b20cff8b8e9e5504bba381fa041d39ad1,NONE,PENDING
T09681,M4,D3,CLEAN,NONE,BASELINE,,,d3_task_018,33bf117bcbce8963485fac1d075ad9d1887dd31ff66cbf5e407b40b09c418026,NONE,PENDING
T10148,M4,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_041,5e2a3e04dcb0be985af633c4185fb91f305c1e5eccd445278a91988a986dc86e,NONE,PENDING
T08466,M2,D3,CLEAN,NONE,BASELINE,,,d3_task_002,20d5e01c65fb09db91cd3e467438075b70dc5248a9ea0e9eeb129f484439e888,NONE,PENDING
T09548,M3,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_019,72491fb60f676566e807f8569c616c180f89ba02405b2930ce988f2ea97c392d,NONE,PENDING
T08689,M2,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_036,febf6a18f82d3c11aa9f3c6eef04a2754d20fac293ff70ddb8323ff6af963c6d,NONE,PENDING
T08837,M2,D5,CLEAN,NONE,BASELINE,,,d5_task_010,884dc04f48cf46c37eaf612434325ec8c9adec93484356dcbb799169a87242dd,NONE,PENDING
T10193,M4,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_005,3eb442b8e87f3145fef901f8f93c763b08d2ed0bf48c10a273c101d2b9e83ba6,NONE,PENDING
T08274,M1,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_039,78ea8be4e8eea5f37850065da58e6aeda584692cddb111610999ba5aabcd634d,NONE,PENDING
T09232,M3,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_018,33bf117bcbce8963485fac1d075ad9d1887dd31ff66cbf5e407b40b09c418026,NONE,PENDING
T09025,M3,D3,CLEAN,NONE,BASELINE,,,d3_task_030,a4ec8ae3dbb2f7e705ce6c8fb9809ab31ef7c3e8f32f761b44278e29ceb7839f,NONE,PENDING
T09631,M4,D3,CLEAN,NONE,BASELINE,,,d3_task_013,15b44f5ce476b20657000bbf64e438ac7e1615c605e60845c35ecb5b692afa84,NONE,PENDING
T08356,M1,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_017,15e239348bbbc595f2255ab2135efb439cb03e864c13cedf77f2a609e167deb2,NONE,PENDING
T09528,M3,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_007,591c6b695c4488c3b88003a171d59ed48bfd7b819f9e57b6db8b59ed7669cbd9,NONE,PENDING
T09457,M3,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_037,adca19f7dd623362905866a25ddd10d4e989897940cf21af699f90d09d31302d,NONE,PENDING
T08898,M2,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_007,591c6b695c4488c3b88003a171d59ed48bfd7b819f9e57b6db8b59ed7669cbd9,NONE,PENDING
T09900,M4,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_006,8f14c25a6ade59f61b0ac144e1486ea49fa61603fdd8fdea383b39d2efd7f114,NONE,PENDING
T09408,M3,D5,CLEAN,NONE,BASELINE,,,d5_task_031,de27525b6ec5148be68c176e92cfa746a1a1c8add2c5c737c7741fcd43e9ac84,NONE,PENDING
T08235,M1,D5,CLEAN,NONE,BASELINE,,,d5_task_049,1dfe11ae9e2ba9ebb0a0c88157f59c769f402bb65b262b4e0ac4266356a971f9,NONE,PENDING
T09073,M3,D3,CLEAN,NONE,BASELINE,,,d3_task_029,07f96c3e928777f06325e951e95b246c169395a34c99837e3e37efc73ce53f01,NONE,PENDING
T09962,M4,D5,CLEAN,NONE,BASELINE,,,d5_task_035,553420efdd23f1ee46c7ec87098057590e92bba38f6867c6b0896be386eaa0dd,NONE,PENDING
T09330,M3,D5,CLEAN,NONE,BASELINE,,,d5_task_043,7d417f0cd6e59c4db18e56dd6dd28f08ab57dd705b85e63b6eb41de840a0bf07,NONE,PENDING
T08331,M1,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_026,9e612299b91d436620619535baa2805c0a237493473e19ecb0139c7816814ef8,NONE,PENDING
T08144,M1,D5,CLEAN,NONE,BASELINE,,,d5_task_041,5e2a3e04dcb0be985af633c4185fb91f305c1e5eccd445278a91988a986dc86e,NONE,PENDING
T10168,M4,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_026,9e612299b91d436620619535baa2805c0a237493473e19ecb0139c7816814ef8,NONE,PENDING
T09483,M3,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_048,ca05d51d7a07284389621bea3c4ec7614920728e1c0bcff1c4d05704385c73aa,NONE,PENDING
T10130,M4,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_034,dd3343525c2e757283c02c9d73aa829871244851a7133cdaa84d5ed25d722f23,NONE,PENDING
T09914,M4,D5,CLEAN,NONE,BASELINE,,,d5_task_027,cdf4212d2d39a044dd97ab77a4f67743ef9bb7984990ceea0849aeb5c7ce35fd,NONE,PENDING
T09766,M4,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_039,e5771628ac4ec5bbd9a63b9ed734f49ee1bd25d40cbb772ea50b0aaecd25f0b8,NONE,PENDING
T09731,M4,D3,CLEAN,NONE,BASELINE,,,d3_task_022,36076bc55e5d464ad34daa935ab037c21de1be1db0acd314cd137c9c2d627a82,NONE,PENDING
T08132,M1,D5,CLEAN,NONE,BASELINE,,,d5_task_048,ca05d51d7a07284389621bea3c4ec7614920728e1c0bcff1c4d05704385c73aa,NONE,PENDING
T09715,M4,D3,CLEAN,NONE,BASELINE,,,d3_task_025,bdb3af26beb36dad414033ca71f1ecdd509e9a7410f7c367e0e3257ac7c2b1a5,NONE,PENDING
T08034,M1,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_013,15b44f5ce476b20657000bbf64e438ac7e1615c605e60845c35ecb5b692afa84,NONE,PENDING
T09571,M3,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_048,ca05d51d7a07284389621bea3c4ec7614920728e1c0bcff1c4d05704385c73aa,NONE,PENDING
T09846,M4,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_023,a8e7ae19b01e01e52bc370d2a08148aef737d87847db2156b2c8d4399589d90a,NONE,PENDING
T10083,M4,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_009,ae0b99ef14b20231ac222602c46666ad96ac3c47b9d4af4156c93dd13c7d7f3e,NONE,PENDING
T08075,M1,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_009,eb5b86567959453ebdb68e3c02143e5de8d0778a0e73c89b38fe31ecaf3e27d5,NONE,PENDING
T08058,M1,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_036,febf6a18f82d3c11aa9f3c6eef04a2754d20fac293ff70ddb8323ff6af963c6d,NONE,PENDING
T09649,M4,D3,CLEAN,NONE,BASELINE,,,d3_task_026,b0a7798fc737bc1a05a41914f36338cc89b74841e9cee1e3cefb4126f609ea94,NONE,PENDING
T08889,M2,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_014,d5f37a1b7a460b64456e287a76d811fec6888d6b659ff25915816608d3b9d246,NONE,PENDING
T08346,M1,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_011,1d1c301946b08a1bfa6fd285a19dd85af4440bae3e3068299d873713505b5100,NONE,PENDING
T08151,M1,D5,CLEAN,NONE,BASELINE,,,d5_task_009,ae0b99ef14b20231ac222602c46666ad96ac3c47b9d4af4156c93dd13c7d7f3e,NONE,PENDING
T08302,M1,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_034,dd3343525c2e757283c02c9d73aa829871244851a7133cdaa84d5ed25d722f23,NONE,PENDING
T07894,M1,D3,CLEAN,NONE,BASELINE,,,d3_task_031,191934db3a3c4ac31d94e77e55fc0baa5db4d3eeb912d36104d5805d6aa2fe77,NONE,PENDING
T08916,M2,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_048,ca05d51d7a07284389621bea3c4ec7614920728e1c0bcff1c4d05704385c73aa,NONE,PENDING
T09050,M3,D3,CLEAN,NONE,BASELINE,,,d3_task_015,d61813a8bd35febe3ece9439efba452c4f8be8b4f31a4fa632692e984700e587,NONE,PENDING
T08495,M2,D3,CLEAN,NONE,BASELINE,,,d3_task_025,bdb3af26beb36dad414033ca71f1ecdd509e9a7410f7c367e0e3257ac7c2b1a5,NONE,PENDING
T10051,M4,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_005,3eb442b8e87f3145fef901f8f93c763b08d2ed0bf48c10a273c101d2b9e83ba6,NONE,PENDING
T08566,M2,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_014,1a9385da203ea5017652970e064db6a4a71f680a52bde85975dffdd1b392e240,NONE,PENDING
T08706,M2,D5,CLEAN,NONE,BASELINE,,,d5_task_049,1dfe11ae9e2ba9ebb0a0c88157f59c769f402bb65b262b4e0ac4266356a971f9,NONE,PENDING
T09570,M3,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_030,94d91f48ed1be4ff10055433e8650985c87f936f94852f3ee72ee50f42b326d3,NONE,PENDING
T08673,M2,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_049,22621f691bd5996330f8e9a9b1b67892cf0f83f0c5ae848cc3762e60ea6bb0b7,NONE,PENDING
T08324,M1,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_031,de27525b6ec5148be68c176e92cfa746a1a1c8add2c5c737c7741fcd43e9ac84,NONE,PENDING
T09064,M3,D3,CLEAN,NONE,BASELINE,,,d3_task_029,07f96c3e928777f06325e951e95b246c169395a34c99837e3e37efc73ce53f01,NONE,PENDING
T09465,M3,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_010,884dc04f48cf46c37eaf612434325ec8c9adec93484356dcbb799169a87242dd,NONE,PENDING
T09473,M3,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_018,d1af25890d140c8587fe05b360d0cdcd24c800ba67baeb2f57d74599c69d7aae,NONE,PENDING
T08955,M2,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_037,adca19f7dd623362905866a25ddd10d4e989897940cf21af699f90d09d31302d,NONE,PENDING
T08700,M2,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_023,a8e7ae19b01e01e52bc370d2a08148aef737d87847db2156b2c8d4399589d90a,NONE,PENDING
T09820,M4,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_035,8ec2914f4c30bacc993c73a84e8d26070d75cedab3e079343d52557c284649be,NONE,PENDING
T08276,M1,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_025,a3a2874881ed709eef0fc52fb9be666be2385719df50acab923d2dcee4ee5829,NONE,PENDING
T08088,M1,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_020,4d176cc2eeb1e65b36c6a84495dadac6f16fb232043d822dd583b26c1193abc4,NONE,PENDING
T08779,M2,D5,CLEAN,NONE,BASELINE,,,d5_task_000,cf3179de0ddf08dd254d03b3846432ecf37de5f0f17f33b039c5756c1db8934e,NONE,PENDING
T09437,M3,D5,CLEAN,NONE,BASELINE,,,d5_task_038,3db86c7bc8177cf0b681488c2297d67ffdd28bd0d3cf5b07a5aecd5f0d4ea651,NONE,PENDING
T10092,M4,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_003,400054e350eaebbc9fd25398128bf52bd355e02ab63828b4a7d9ceb4ee1e6f6a,NONE,PENDING
T08616,M2,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_049,22621f691bd5996330f8e9a9b1b67892cf0f83f0c5ae848cc3762e60ea6bb0b7,NONE,PENDING
T10109,M4,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_023,008139b66d8cdc64b16d223bcf8746a4f86842de334262eeba2fcb88095ecd87,NONE,PENDING
T09031,M3,D3,CLEAN,NONE,BASELINE,,,d3_task_033,548f368b9b45c0e47781fa8698217b02f66f1059476f4fadac1357ad75415f2b,NONE,PENDING
T08877,M2,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_000,cf3179de0ddf08dd254d03b3846432ecf37de5f0f17f33b039c5756c1db8934e,NONE,PENDING
T07868,M1,D3,CLEAN,NONE,BASELINE,,,d3_task_046,5ed40e14eee620ce820e6757929f1693a500f05512b5c2f1244420e2a873f5eb,NONE,PENDING
T09555,M3,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_009,ae0b99ef14b20231ac222602c46666ad96ac3c47b9d4af4156c93dd13c7d7f3e,NONE,PENDING
T08694,M2,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_019,6818ef7a60f04ca99595528159c32592fd74daf7b03481f6233cfed3d01d4d95,NONE,PENDING
T09906,M4,D5,CLEAN,NONE,BASELINE,,,d5_task_032,05a52906d7a837512b7344ae08f7ca7100a90e33bf3d43d70715aaa2f1440e2a,NONE,PENDING
T09287,M3,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_018,33bf117bcbce8963485fac1d075ad9d1887dd31ff66cbf5e407b40b09c418026,NONE,PENDING
T09761,M4,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_043,46be8c72b74e59bbc2c55e8054ede35f5ff26d451318c9f0005d5746f2e70ee3,NONE,PENDING
T08310,M1,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_024,8581f0ba30c6bb8ca819ee350920e49de5bab1099488b8506ece004d8e4f3177,NONE,PENDING
T09394,M3,D5,CLEAN,NONE,BASELINE,,,d5_task_045,7375efeaebf5c366610c1ddf9a6ff0e18e7bec582c5aaad04d90e696cbcfcc14,NONE,PENDING
T08981,M2,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_008,a8f9a54f8300e7f9c3a37563ac3346ecf6a78ae39b0d058883c4171748e70d80,NONE,PENDING
T08414,M2,D3,CLEAN,NONE,BASELINE,,,d3_task_010,4ae0ecdc234f6ffa54b460955127581bc5858a91fda26ffdbca58d45c3012d1a,NONE,PENDING
T08800,M2,D5,CLEAN,NONE,BASELINE,,,d5_task_047,fcead6e1c26639f552d742d285adc898060d78da5b00fb361aa2de73dba0ca87,NONE,PENDING
T09147,M3,D3,CLEAN,NONE,BASELINE,,,d3_task_028,9f5d1f5c5b322ea675ddea0f3a547ba451b34e90dd9170417bac7ffd093a46df,NONE,PENDING
T09180,M3,D3,CLEAN,NONE,IHR_SPCE,,,d3_task_013,15b44f5ce476b20657000bbf64e438ac7e1615c605e60845c35ecb5b692afa84,NONE,PENDING
T08322,M1,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_009,ae0b99ef14b20231ac222602c46666ad96ac3c47b9d4af4156c93dd13c7d7f3e,NONE,PENDING
T08703,M2,D5,CLEAN,NONE,BASELINE,,,d5_task_005,3eb442b8e87f3145fef901f8f93c763b08d2ed0bf48c10a273c101d2b9e83ba6,NONE,PENDING
T08984,M2,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_029,9e7510326306e5113ab1948b02d7e8eeb62eb2473d920f8d2e6142f802d2902f,NONE,PENDING
T08475,M2,D3,CLEAN,NONE,BASELINE,,,d3_task_049,22621f691bd5996330f8e9a9b1b67892cf0f83f0c5ae848cc3762e60ea6bb0b7,NONE,PENDING
T10150,M4,D5,CLEAN,NONE,IHR_SPCE,,,d5_task_002,887d98ce84590a765e49b1dde50466ef246639ebe7bab36069f0bd042ddc0ddd,NONE,PENDING
T08421,M2,D3,CLEAN,NONE,BASELINE,,,d3_task_036,febf6a18f82d3c11aa9f3c6eef04a2754d20fac293ff70ddb8323ff6af963c6d,NONE,PENDING
